speaker	speech	speaker_std
El señor MONTESINOS TORRES.—	 Yo creo que  pueden elegirlo.	MONTESINOS
El representante de LUCCHETTI.—	 (?) lo último sería tener a Andrade fuera del	LUCCHETTI
El señor MONTESINOS TORRES.—	 Ah, sí, totalmente fuera del escenario,  pero se ha caído como 20 puntos ahora. Porque sino este desde la Municipalidad buscará otra cosa para obstaculizar pues ...	MONTESINOS
El representante de LUCCHETTI.—	 Exacto, nos va a seguir fregando.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Porque va a perder esta cuestión del amparo, es obvio.	MONTESINOS
El representante de LUCCHETTI.—	 Y va a seguir.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Va a buscar alguna otra cosa para quererlo fastidiar, entonces ustedes ya tienen ya la inversión, va a continuar la fábrica, va a estar funcionando. Ahora, de acuerdo a lo que ...	MONTESINOS
El representante de LUCCHETTI.—	 Va a seguir en la campaña contra nosotros.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Claro, va a mandar los ecologistas ...	MONTESINOS
El representante de LUCCHETTI.—	 Claro.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Y todas las cuestiones. Ahora, de lo que se ve en el esquema el ambiente que es un muladar de eso va a quedar lindo con la fábrica con todos los, es un ambiente ...	MONTESINOS
El representante de LUCCHETTI.—	 ¿Usted lo vio en la televisión?	LUCCHETTI
El señor MONTESINOS TORRES.—	 Es hermoso, con todos los árboles ..	MONTESINOS
El representante de LUCCHETTI.—	 Si nos encontráramos en Buenos Aires vería la fábrica, ésta es varias veces mejor. Esta es la fábrica más moderna en el mundo doctor, esto es insólito cómo mienten y dicen que sacó un vídeo la Municipalidad, de donde usan los  fondos del peaje.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Ya.	MONTESINOS
El representante de LUCCHETTI.—	 Entiendo que ilegal porque los fondos son ...	LUCCHETTI
El señor MONTESINOS TORRES.—	 Son de uso publico.	MONTESINOS
El representante de LUCCHETTI.—	 De uso público y con el solo objeto de mejorar las vías; bueno, en la cual saca chimenea, nosotros no tenemos chimenea.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Sí.	MONTESINOS
El representante de LUCCHETTI.—	 Carajo de los carajos que ...	LUCCHETTI
El señor MONTESINOS TORRES.—	 No, no, hay que darle ...	MONTESINOS
El representante de LUCCHETTI.—	 Como esto...	LUCCHETTI
El señor MONTESINOS TORRES.—	 Así es.	MONTESINOS
El representante de LUCCHETTI.—	 Hay 2 tipos de terroristas de Estado, uno son estos, los desembozados, los de la violencia física ...	LUCCHETTI
El señor MONTESINOS TORRES.—	 ¿Y de los otros?	MONTESINOS
El representante de LUCCHETTI.—	 Los encubiertos que son más peligrosos ..	LUCCHETTI
El señor MONTESINOS TORRES.—	 Claro, porque son encubiertos y encaramados.	MONTESINOS
El representante de LUCCHETTI.—	 Y hacen más daño.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Así es. Bueno, pero ahí estamos para darles pues. (?) como se llama ...	MONTESINOS
El representante de LUCCHETTI.—	 (?) porque yo me entretengo tanto con usted  que  me podría quedar largo aquí conversando de otra cosas, pero tan bien tiene que hacer (2)	LUCCHETTI
El representante de LUCCHETTI.—	 Bueno, ¿las cosas cómo se ven?, ¿bien?	LUCCHETTI
El señor MONTESINOS TORRES.—	 Sí, no, felizmente y esto ¡ah!, felizmente las cosas acá van marchando ...	MONTESINOS
El representante de LUCCHETTI.—	 Sí, es que en la mañana lo veo bien.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Solamente esto del fenómeno del “Niño” que nos ha venido ...	MONTESINOS
"El 	representante de LUCCHETTI.—"	 (?) va a costar dinero al Perú.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Pero, felizmente, de que no ha habido una capacidad de ahorro en el Estado muy grande y entonces, hay la disponibilidad de los medios para poder afrontar una coyuntura de crisis como la que acaba de suceder el “Niño” sin sufrir los estragos donde hay una hiperinflación ...	MONTESINOS
El representante de LUCCHETTI.—	 Pero, Andrade anda acusando de que el Presidente usa el “Niño” en su campaña política.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Pero, si el Presidente no se mueve quién se va a mover, porque los otros presidentes estaban aquí ordenaban ...	MONTESINOS
El representante de LUCCHETTI.—	 (?) me parece que es lógico.	LUCCHETTI
El señor MONTESINOS TORRES.—	 El personalmente está yendo todos los días a la zona del desastre, se mete al agua, hasta incluso se excede un poco más allá de las atribuciones de un Jefe de Estado, pero ése es el estilo que tiene él de meterse y le da cólera que le incremente eso la popularidad.	MONTESINOS
El representante de LUCCHETTI.—	 Bueno, mi querido amigo, no le quiero quitar más tiempo.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Entonces, nos estamos conversando antes que se vaya el jueves, nos hablamos mañana de repente.	MONTESINOS
El representante de LUCCHETTI.—	 Claro.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Usted está en el .., ¿tiene el mismo teléfono?, el celular.	MONTESINOS
El representante de LUCCHETTI.—	 Sí, celular y el ...	LUCCHETTI
El señor MONTESINOS TORRES.—	 Ya, cualquier cosa lo ubico en ese celular y bueno, estamos hablando.	MONTESINOS
Background	—Termina el Audio N.° 859, pero continúa el Audio N.° 860.	BACKGROUNDUNIDENTIFIED
El representante de LUCCHETTI.—	 De todas maneras yo lo llamo para despedirme mañana.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Muy bien.	MONTESINOS
El representante de LUCCHETTI.—	 Ya.	LUCCHETTI
El señor MONTESINOS TORRES.—	  Okay .  Y muchas gracias por  su  (?)	MONTESINOS
El representante de LUCCHETTI.—	 No, por favor.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Muy hermoso.	MONTESINOS
El representante de LUCCHETTI.—	 Me alegro que le haya gustado.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Y el lapicero.	MONTESINOS
El representante de LUCCHETTI.—	 Ajá. Sí, yo le di igualito (?)	LUCCHETTI
El señor MONTESINOS TORRES.—	 Lindo. Sé que muy poca gente usa (?)	MONTESINOS
El representante de LUCCHETTI.—	 (?)	LUCCHETTI
El señor MONTESINOS TORRES.—	 Ya todos se han acostumbrado a la época del colegio.	MONTESINOS
El representante de LUCCHETTI.—	 Bueno.	LUCCHETTI
El señor MONTESINOS TORRES.—	 (?)	MONTESINOS
El representante de LUCCHETTI.—	 Claro pero ahora usan unos cartuchos especiales.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Sí, ahora ya no se necesitan, ya son con cartuchos. Okay .	MONTESINOS
El representante de LUCCHETTI.—	 Gracias.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Gusto de verlo.	MONTESINOS
El representante de LUCCHETTI.—	 Igual mi querido amigo.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Nos estamos viendo y ya cuando vaya por Santiago (?)	MONTESINOS
El representante de LUCCHETTI.—	 No pues, de todas maneras.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Una llamadita.	MONTESINOS
El representante de LUCCHETTI.—	 De todas maneras.	LUCCHETTI
El señor MONTESINOS TORRES.—	 Sí. Adelante, por favor.	MONTESINOS
"El representante de LUCCHETTI	.—"	 Gracias.	LUCCHETTI
Background	—Fin de los Audios Núms. 859 y  860. —Transcripción: domingo 3 de junio de 2001.	BACKGROUNDUNIDENTIFIED
